residue,drugbank_id,associated_mbss
ACT,DB14511,"[1171, 1172, 1189, 4671, 5021, 5022, 5622, 5623, 5683, 7686, 7687, 7688, 7689, 7690, 7691, 7692, 7693, 7830, 7831, 7832, 7833, 7835, 7836, 7837, 7838, 8335, 8336, 8353, 8354, 8357, 8531, 9267, 9335, 9336, 9632, 9633, 9634, 9639, 9640, 9654, 9710, 9825, 10161, 10169, 10299, 10300, 11023, 11549, 11551, 11552, 11554, 11556, 11557, 11558, 11560, 11561, 11567, 11574, 11577, 11580, 11585, 12125, 12203, 12238, 12242, 12246, 12593, 12597, 12931, 12935, 14441, 15265, 15266, 15267, 15268, 15341, 15342, 15343, 15344, 15345, 15346, 15347, 15348, 15377, 15378, 15379, 15380, 16251, 16252, 16271, 16272, 17310, 17315, 17445, 17451, 18665, 18666, 18674, 18675, 18829, 18853, 18854, 18862, 18863, 18880, 18881, 18889, 18890, 18925, 18926, 18934, 18935, 18952, 18953, 18961, 18962, 20897, 20898, 20899, 20900, 21021, 21022, 21023, 22667, 23288, 23289, 23984, 23985, 23990, 23991, 24452, 24453, 24454, 24455, 24456, 24457, 24458, 24459, 24460, 24461, 24462, 24463, 24464, 24465, 24466, 24467, 24468, 24469, 24470, 24471, 24472, 24473, 24474, 24475, 24483, 24484, 24485, 24486, 24553, 24554, 24555, 24556, 24646, 24662, 24663, 24664, 24665, 24696, 24706, 24707, 24708, 24709, 24710, 24711, 24712, 24713, 24732, 24733, 24794, 24795, 24816, 24817, 25044, 25045, 25046, 25047, 25085, 25091, 26174, 26175, 26176, 26177, 27542, 27543, 27544, 27545, 27552, 27554, 27566, 27571, 28143, 28144, 28145, 28146, 28934, 28935, 30469, 30487, 31989, 31990, 33956, 39192, 39193, 39194, 39195, 39521, 39522, 43117, 43118, 43119, 43120, 44204, 44206, 44207, 44984, 44987, 45002, 45003, 45004, 45005, 48558, 48560, 48566, 48567, 48571, 48574, 48579, 48580, 48584, 48588, 48591, 48593, 48596, 48599, 48604, 48605, 48609, 48611, 48616, 48617, 48621, 48624, 48629, 48631, 48637, 48639, 48644, 48645, 48648, 48649, 48652, 48653, 48658, 48659, 48663, 48665, 48669, 48672, 48675, 48677, 48680, 48681, 48686, 48687, 48691, 48692, 48695, 48696, 48755, 49365, 49366, 50416, 53826, 53827, 53831, 53832, 53836, 53837, 53841, 53842, 53846, 53847, 53851, 53852, 53856, 53857, 53861, 53862, 53866, 53867, 53871, 53872, 53876, 53877, 53881, 53882, 53886, 53887, 53891, 53892, 53896, 53897, 53901, 53902, 53906, 53907, 53911, 53912, 53916, 53917, 53921, 53922, 53926, 53927, 53931, 53932, 53936, 53937, 53941, 53942, 54103, 54104, 56051, 57953, 57954, 58001, 58002, 58003, 58004, 58694, 60385, 60568, 60899, 61669, 61677, 61689, 61709, 61713, 61725, 61737, 61749, 61761, 61775, 61785, 61809, 63061, 63062, 63063, 63064, 63073, 63074, 63075, 63076, 63085, 63086, 63087, 63088, 63204, 63205, 63206, 63207, 63208, 63209, 63210, 63211, 63271, 63272, 63273, 63274, 63275, 63276, 63277, 63278, 64090, 65238, 65241, 65246, 65247, 65248, 65249, 65282, 65690, 67035, 67037, 67040, 67095, 67461, 67862, 68094, 68095, 68130, 68131, 69639, 69643, 69644, 69646, 69651, 69655, 69656, 69658, 69663, 69667, 69668, 69670, 69700, 69703, 69704, 69706, 69710, 69713, 69714, 69716, 69720, 69723, 69724, 69726, 70345, 70346, 70357, 71223, 71983, 72007, 72010, 72806, 72807, 73062, 73063, 73221, 73231, 73233, 73459, 73460, 73668, 73678, 73867, 76149, 76158, 76173, 76174, 76184, 76185, 76239, 78036, 78037, 78038, 78039, 78040, 78041, 78042, 78043, 78351, 78352, 78521, 78759, 81870, 81872, 81874, 83500, 83502, 83585, 84102, 84103, 86718, 89062, 89063, 89182, 89183, 89399, 89400, 89406, 89613, 89615, 89617, 89619, 89621, 89623, 90383, 93956, 93957, 93958, 93959, 94007, 94008, 94009, 94010, 94586, 94587, 94590, 94591, 96913, 96915, 96916, 96918, 96919, 96921, 96922, 96924, 97366, 97367, 97368, 97369, 97403, 97404, 97445, 97446, 98418, 98419, 98447, 98448, 98449, 98848, 99260, 99836, 99837, 99838, 99839, 100600, 101495, 101496, 101689, 102018, 102019, 102021, 102022, 102024, 102064, 102067, 102068, 102117, 102118, 102120, 102121, 102125, 102126, 102128, 102130, 102176, 102177, 102179, 102181, 102182, 102186, 102187, 102189, 102472, 102476, 102483, 102487, 102765, 102766, 102767, 102768, 102771, 102773, 102776, 102777, 102779, 102780, 102781, 102784, 102785, 102786, 102787, 102790, 102792, 102795, 102796, 102798, 102799, 102800, 102811, 102816, 102817, 102818, 102834, 102839, 102840, 102841, 102863, 102864, 102865, 102866, 102869, 102882, 102883, 102884, 102885, 102888, 102901, 102902, 102904, 102905, 102906, 102915, 102916, 102918, 102919, 102920, 103452, 103453, 103454, 103455, 103456, 103457, 103458, 103459, 104619, 104622, 104636, 104641, 104659, 104662, 104684, 104687, 105135, 105138, 105699, 105700, 105704, 105708, 105722, 105726, 105764, 105780, 105784, 105880, 106381, 106382, 106383, 106418, 106419, 106420, 106421, 106449, 106453, 106454, 106455, 106458, 106459, 106460, 106461, 106482, 106483, 106484, 106487, 106488, 106489, 106490, 106502, 106503, 106504, 106507, 106508, 106509, 106510, 106539, 106559, 106597, 106616, 107527, 107535, 107538, 107539, 107544, 108687, 108688, 108690, 108692, 108693, 108695, 108786, 108787, 109020, 109481, 109483, 109486, 109488, 109562, 110678, 110712, 110725, 110731, 110742, 110759, 110761, 110762, 110763, 110764, 111398, 111564, 111565, 111566, 111567, 111568, 111569, 111570, 111571, 113518, 113519, 113534, 113535, 113556, 113557, 113558, 113559, 114647, 114745, 114746, 114747, 114783, 114784, 114811, 114812, 114813, 114814, 114815, 114816, 114892, 114917, 115690, 115691, 115693, 115694, 115951, 116048, 116084, 116085, 116157, 116158, 116168, 116170, 116287, 116288, 116289, 116293, 116309, 116310, 116311, 116318, 117118, 117123, 117128, 117133, 117148, 117150, 117152, 117154, 117197, 117199, 117200, 117202, 117203, 117205, 117206, 117208, 117241, 117242, 117244, 117245, 117247, 117248, 117250, 117251, 117303, 117306, 117309, 117312, 117577, 117595, 117606, 117607, 117618, 117619, 118128, 118389, 118395, 119461, 119617, 119795, 119814, 119845, 119940, 120386, 120387, 120389, 120390, 120392, 120393, 120395, 120396, 120525, 120539, 120576, 120577, 120696, 120697, 120792, 120793, 120794, 120798, 120869, 120891, 120892, 120893, 120894, 120895, 120898, 120899, 120919, 121357, 121359, 121361, 121363, 121430, 121514, 121515, 121518, 121519, 121631, 121648, 122378, 122384, 122404, 122408, 122412, 122416, 122423, 122428, 122433, 122438, 122584, 122587, 122590, 122593, 122596, 122599, 122667, 122668, 122669, 122670, 122672, 123231, 123356, 123357, 123359, 123360, 123361, 123363, 123380, 123383, 123384, 123390, 123506, 123828, 123830, 123831, 123833, 123835, 123841, 123842, 123846, 123863, 123865, 123889, 123890, 123891, 123892, 124056, 124057, 124337, 124876, 124906, 124910, 125285, 125289, 125290, 125341, 125343, 125345, 125346, 125353, 125354, 125356, 125358, 125391, 125393, 125395, 125396, 125397, 125399, 125401, 125402, 125406, 125407, 125409, 125410, 125416, 125418, 125751, 125752, 125753, 125812, 125817, 125852, 125854, 125862, 125864, 125909, 125915, 126024, 126025, 126153, 126194, 126195, 126500, 126502, 126504, 126517, 126568, 126620, 126621, 126891, 127062, 127129, 127147, 127238, 127239, 127241, 127243, 127269, 127274, 127503, 127516, 127535, 127542, 127543, 127694, 127758, 127763, 127768, 127773, 127778, 127783, 127811, 127820, 127865, 127868, 127871, 128081, 128102, 128117, 128120, 128129, 128133, 128134, 128137, 128139, 128223, 128224, 128275, 128278, 128955, 128956, 128967, 128968, 128969, 128970, 129448, 129449, 129523, 129524, 129828, 130181, 130854, 131044, 131481, 131548, 131552, 131748, 131761, 131766, 131877, 131878, 131880, 131886, 131897, 131899, 131912, 131914, 131923, 131927, 131930, 131938, 131940, 131941, 131990, 131991, 131992, 131993, 132032, 132033, 132036, 132037, 132305, 132328, 132346, 132909, 132912, 133126, 133128, 133130, 133132, 133153, 133155, 133157, 133340, 133368, 133373, 133391, 133392, 133393, 133406, 133409, 133413, 133419, 133420, 133432, 133433, 133434, 133435, 133443, 133444, 133456, 133459, 133491, 133548, 133625, 133626, 133631, 133645, 133702, 133703, 133704, 133757, 133760, 133761, 133787, 133853, 133854, 133855, 133861, 133868, 133869, 133870, 133876, 133883, 133884, 133885, 133891, 134063, 134196, 134197, 134300, 134301, 134302, 134303, 134304, 134305, 134325, 134327, 134328, 134329, 134330, 134345, 134506, 134507, 135027, 135029, 135033, 135034, 135043, 135060, 135064, 135230, 135389, 135390, 135583, 135632, 135637]"
ACV,DB02025,"[20115, 20122, 22158, 35563, 35651, 35653, 35654, 36893, 36911, 38156, 38162, 38163, 38430, 38431, 38506, 38573, 38580, 38581, 38582, 39369, 39370, 39467, 39468, 39469, 39505, 39506, 39507, 39508, 44044, 50470, 50471, 50485, 50492, 50493, 50494, 50496, 101499]"
ACY,DB03166,"[7629, 9915, 11672, 11673, 11675, 11676, 11678, 11679, 11943, 11947, 11950, 11954, 11957, 11961, 11964, 11970, 11976, 13268, 13280, 13292, 13437, 13455, 13473, 20672, 20673, 20674, 20675, 27314, 27339, 37663, 44126, 44127, 44128, 44129, 66090, 67185, 98252, 98290, 99998, 99999, 102575, 102595, 103822, 105067, 105072, 105284, 105293, 105359, 105361, 107529, 107540, 107799, 109331, 109332, 109333, 109337, 109346, 109360, 109379, 109380, 109391, 109392, 109410, 109411, 109557, 109564, 109974, 109991, 110006, 110007, 110105, 110106, 110544, 110548, 110792, 114053, 114054, 114055, 114058, 114059, 114060, 114104, 114105, 114106, 114109, 114110, 114111, 114114, 114115, 114116, 114119, 114120, 114121, 114243, 114244, 114245, 114633, 114634, 114635, 114636, 115721, 115726, 115727, 115766, 116117, 116118, 119697, 119699, 119738, 119740, 121015, 121016, 121099, 121141, 121142, 121143, 121287, 121292, 121294, 121320, 121324, 121706, 121709, 122261, 122263, 122265, 122267, 122322, 122324, 122325, 122326, 122328, 122329, 122362, 122364, 122365, 122366, 122368, 122369, 122458, 122459, 122486, 122487, 122677, 122678, 122679, 122680, 122681, 122682, 122685, 122688, 122689, 122691, 122692, 122693, 122695, 122696, 122697, 122698, 122699, 122700, 122701, 122702, 122703, 122704, 122705, 122706, 122707, 122708, 122711, 122714, 122715, 122717, 122718, 122719, 122721, 122722, 122723, 122724, 122725, 122726, 122727, 122728, 122729, 122730, 122731, 122732, 122733, 122734, 122737, 122740, 122741, 122743, 122744, 122745, 122747, 122748, 122749, 122750, 122751, 122752, 122753, 122754, 123745, 124373, 124375, 124377, 124379, 124381, 124383, 124597, 124601, 124623, 124627, 124778, 124779, 124780, 124781, 124782, 124783, 124816, 124822, 124845, 125051, 125052, 125053, 125054, 126425, 127308, 127309, 127310, 127311, 127312, 127313, 127515, 130364, 130365, 132499, 132501, 134474, 134476, 134477, 134492, 135069, 135071]"
AD8,DB07342,"[68622, 68625]"
ADA,DB03511,"[2547, 97142]"
ADE,DB00173,"[118252, 124532, 124545, 125573, 125575, 127205]"
ADM,DB03627,"[68608, 70801]"
ADN,DB00640,"[6079, 6083, 6087, 6090, 80247, 80251, 116201]"
ADO,DB02125,[72608]
ADP,DB16833,"[200, 209, 2116, 3909, 3919, 4838, 4840, 5886, 28795, 28805, 39180, 39181, 39196, 39197, 39198, 39199, 42553, 42554, 42555, 42556, 45629, 45630, 45631, 45632, 45634, 77615, 77616, 77617, 77618, 77619, 77620, 77621, 77622, 77623, 77624, 77625, 77626, 77627, 77628, 77629, 77630, 77631, 77632, 77633, 77634, 77635, 77636, 77637, 77638, 77652, 77653, 77654, 77655, 77656, 77657, 77658, 77659, 77660, 77661, 77662, 77663, 77676, 77677, 77678, 77679, 77680, 77681, 77682, 77683, 77684, 77685, 77686, 77687, 77715, 77716, 77717, 77718, 77719, 77720, 77733, 77734, 77735, 77774, 77775, 77776, 77777, 77778, 77779, 77780, 77781, 77782, 77783, 77784, 77785, 77794, 77795, 77796, 77797, 77798, 77799, 77830, 77831, 77832, 77835, 77836, 77837, 77846, 77847, 77848, 77849, 77850, 77851, 77855, 77856, 77857, 77880, 77881, 77882, 77892, 77893, 77894, 77901, 77902, 77903, 77962, 77963, 77964, 78010, 78011, 78012, 78061, 78062, 78063, 78064, 78065, 78066, 78067, 78068, 78069, 78070, 78071, 78072, 78073, 78074, 78075, 78076, 78077, 78078, 78079, 78080, 78081, 78082, 78083, 78084, 78099, 78100, 78101, 78102, 78183, 78184, 78185, 78186, 78187, 78188, 78189, 78190, 78191, 78192, 78193, 78194, 78195, 78196, 78197, 78198, 78199, 78200, 78201, 78202, 78203, 78204, 78205, 78206, 78598, 78599, 78600, 78601, 78602, 78603, 78604, 78605, 78606, 78607, 78608, 78609, 78610, 78611, 78612, 78613, 78688, 78689, 78690, 78691, 78717, 78718, 78719, 78720, 78721, 78722, 78723, 78724, 78725, 78726, 78727, 78728, 78755, 78756, 78757, 78758, 78795, 78796, 78797, 78852, 78853, 78854, 78855, 78860, 78861, 78862, 78868, 78869, 78870, 78902, 78903, 78904, 78905, 78954, 78955, 78956, 78988, 78989, 78990, 78991, 78992, 78993, 78994, 78995, 78996, 78997, 78998, 78999, 79732, 79733, 79734, 79735, 79736, 79737, 79738, 79739, 79740, 79741, 79742, 79743, 79785, 79788, 80062, 80148, 80201, 80213, 80223, 81001, 81161, 81175, 81176, 81177, 81189, 81191, 81467, 81468, 81471, 81472, 81475, 81476, 81479, 81480, 81483, 81484, 81487, 81488, 81491, 81492, 81495, 81496, 81499, 81500, 81503, 81504, 81507, 81508, 81510, 81511, 81672, 81673, 81674, 81675, 81676, 81677, 81679, 81680, 81681, 81682, 81683, 81685, 81686, 81688, 81689, 81690, 81691, 81692, 81694, 81695, 81696, 81697, 81698, 81700, 81701, 81919, 82207, 82208, 82692, 82819, 83027, 83031, 83033, 83055, 83056, 83057, 83106, 83107, 83145, 83146, 83147, 83690, 84514, 84837, 84838, 84841, 84866, 84867, 87419, 87420, 87441, 87442, 87540, 87541, 87542, 87543, 88318, 88319, 88320, 88321, 88837, 89788, 89794, 89979, 89988, 90773, 90774, 90775, 90776, 91263, 91264, 91367, 91748, 92088, 93238, 93952, 94011, 94225, 94227, 94346, 94347, 94349, 94463, 94477, 94499, 94508, 94509, 94515, 94518, 94519, 94520, 94523, 94539, 95183, 95185, 95187, 95189, 95192, 95193, 95933, 95934, 95955, 95956, 99109, 99110, 101539, 101540, 101541, 101557, 101560, 101573, 101589, 101596, 101599, 101610, 101614, 101615, 101616, 101619, 101621, 101629, 101631, 101632, 101633, 101636, 101642, 101643, 101644, 101646, 101647, 101648, 101654, 101657, 101668, 101669, 101673, 101674, 101675, 101679, 101680, 101687, 101696, 101702, 101706, 101724, 101725, 101731, 101736, 101737, 101745, 101765, 102261, 102262, 103744, 103746, 103748, 103750, 103787, 103789, 103806, 103807, 106032, 106040, 107517, 107518, 107532, 107533, 107536, 107537, 107541, 107542, 107546, 107547, 118113, 126384, 126397, 127151, 127152, 127538, 127550, 130553, 130560]"
ADW,DB02183,[664]
AEP,DB03340,"[105440, 105441]"
AER,DB05812,"[70307, 70340, 70368, 70398, 71801, 71851, 71865, 71883, 71975, 71977, 74967, 74977]"
AGS,DB02930,"[79145, 83533, 83534, 83542, 83543, 83546, 83547, 83548, 83549, 83559, 83560, 83565, 85823, 85824, 91266, 91267, 127538, 127550]"
AGU,DB05383,[67514]
AHB,DB04527,[44466]
AHG,DB02778,"[77883, 77884, 77885, 77886, 77887, 77888, 77889, 77890, 77918, 77919, 77920, 77921, 77922, 77923, 77924, 77925, 77926, 77927, 77928, 77929, 77930, 77931, 77932, 77933, 77938, 77939, 77940, 77941, 77942, 77943, 77944, 77945, 77946, 77947, 77948, 77949, 77950, 77951, 77952, 77953, 103361, 103362, 103363, 103364, 103365, 103366, 103367, 103368]"
AHI,DB04197,"[79522, 79523, 79524, 79525, 79526, 79527]"
AHN,DB04622,"[110868, 110873, 110914, 110915, 110916, 110917, 110918, 110919, 124561]"
AHZ,DB04362,"[45311, 45312, 45313, 45314, 45315, 45316, 45317, 45318, 45464, 45465, 45466, 45467, 45468, 45469, 45470, 45471, 107589, 107590, 107591, 107592, 107593, 107594, 107595, 107596]"
AKG,DB08845,"[1850, 2523, 2526, 2527, 2529, 2530, 2544, 3812, 3994, 3995, 4051, 4061, 4243, 4246, 4247, 4437, 4438, 4563, 4564, 4592, 4614, 4670, 4804, 4805, 4806, 4807, 4808, 4809, 4810, 4811, 4819, 4820, 4821, 4822, 4844, 4856, 4868, 4880, 4900, 4901, 4902, 4903, 5808, 5949, 5950, 5969, 5970, 5989, 5991, 10367, 10368, 20424, 20431, 20447, 20448, 20449, 20450, 20469, 20471, 20473, 20475, 20752, 20753, 20754, 20755, 20756, 20757, 20790, 20791, 20792, 20793, 20794, 20795, 21286, 21287, 21288, 22873, 22876, 23514, 23707, 23802, 25105, 25157, 25158, 25353, 25390, 25391, 27678, 27680, 27685, 27687, 27695, 27697, 28094, 28095, 29281, 29283, 29284, 29285, 29287, 29288, 29303, 29304, 29305, 29306, 29310, 29335, 29336, 29340, 30043, 30391, 30460, 30461, 30462, 30463, 30464, 30465, 30466, 30467, 30468, 30469, 30471, 30473, 30474, 30475, 30476, 30477, 30478, 30488, 30489, 30490, 30491, 30501, 30502, 30602, 30605, 30608, 30613, 30642, 30721, 30722, 31197, 31198, 31712, 31713, 31977, 31978, 31981, 31984, 31991, 31996, 32069, 32080, 32081, 34777, 35508, 35510, 35511, 35516, 35519, 35521, 35522, 35548, 35559, 35578, 35598, 35968, 35976, 35991, 35992, 35998, 35999, 36018, 36019, 36025, 36026, 36027, 36028, 36029, 36030, 36031, 36032, 37634, 37636, 37655, 37664, 38044, 38094, 39166, 39167, 39168, 39169, 39509, 39520, 43004, 43020, 43121, 43491, 43492, 43493, 43497, 43553, 43554, 43555, 43556, 43563, 43564, 43565, 43566, 43600, 43601, 43602, 43603, 44003, 44004, 44029, 44037, 44038, 44039, 44040, 44045, 44048, 44049, 44050, 44051, 44052, 44053, 44054, 44055, 44098, 44099, 44100, 44110, 44111, 44112, 44164, 44222, 44366, 44401, 44403, 44404, 44414, 44423, 44436, 44452, 44464, 44465, 44537, 44538, 44547, 44984, 45002, 45004, 45160, 45163, 45175, 45285, 45296, 45298, 45321, 45433, 45434, 45484, 45487, 45521, 45522, 45529, 45530, 45556, 45583, 45795, 45839, 46087, 46088, 46588, 46589, 46590, 46591, 46592, 46593, 48096, 48290, 48422, 48429, 48430, 48431, 48432, 48445, 48454, 48455, 48456, 48750, 48751, 48959, 48960, 48979, 49016, 49017, 49200, 49201, 49210, 49212, 49216, 49218, 49223, 49225, 49229, 49231, 49249, 49250, 49251, 49252, 49311, 49434, 49436, 49438, 49439, 50087, 50137, 50141, 50202, 50203, 50331, 50333, 50341, 50343, 50347, 50349, 50353, 50355, 50359, 50361, 50378, 50380, 50417, 50625, 50627, 50644, 50667, 50682, 50685, 50690, 52245, 52246, 52247, 52248, 52943, 52944, 52945, 52946, 52949, 52951, 52952, 52954, 52955, 52956, 52997, 53051, 53072, 53073, 53074, 53514, 53516, 77576, 77577, 80832, 82316, 82317, 82330, 82332, 82854, 82857, 82860, 83466, 83471, 83472, 83485, 83857, 83858, 83871, 83894, 86354, 86364, 86365, 86368, 86375, 86385, 86391, 86471, 86528, 86953, 86981, 87004, 87009, 87011, 87013, 87033, 87036, 87038, 87040, 87042, 87045, 87716, 87717, 87902, 87903, 87905, 87906, 87987, 87992, 87997, 88119, 88386, 88737, 88894, 88909, 89041, 89069, 89070, 89073, 89074, 89081, 89517, 89526, 89528, 89562, 89563, 89731, 89789, 89793, 90123, 90128, 90391, 90413, 90415, 90584, 90595, 90624, 90644, 90647, 90667, 90719, 90729, 91871, 91880, 91886, 93304, 93374, 93378, 93647, 93666, 93669, 93675, 93693, 93770, 93771, 97041, 97102, 97310, 97325, 97767, 97953, 97972, 97973, 98136, 98138, 98331, 98339, 98805, 98808, 98812, 98821, 98822, 98823, 98837, 98844, 98845, 98853, 98932, 98943, 98944, 98945, 98946, 98967, 98968, 98969, 98970, 99035, 99036, 99037, 99052, 99053, 99054, 99058, 99066, 99070, 99074, 99075, 99076, 99079, 99082, 99083, 99084, 99095, 99096, 99097, 99098, 99099, 99100, 99104, 99105, 99228, 99361, 99365, 99366, 99379, 99380, 99808, 99815, 99827, 99854, 100027, 100028, 100237, 100384, 100387, 100392, 100394, 100400, 100401, 100410, 100412, 100417, 100418, 100458, 100473, 100487, 100878, 100879, 100884, 100885, 100969, 100980, 100997, 101003, 119881, 119882, 119886, 122158, 122159, 127199]"
AKR,DB02579,"[16945, 16946, 16947, 16948, 16949, 16950, 28176, 28177, 28178, 28179, 28198, 28199, 28200, 28201, 28206, 28207, 28208, 28209, 28218, 28219, 28220, 28221, 29463, 29464]"
AL1,DB02602,[102349]
AL2,DB01964,[102360]
AL3,DB04089,[102359]
AL4,DB03877,[102348]
AL5,DB07363,[102342]
AL6,DB04371,[102361]
AL7,DB03221,[102363]
AL8,DB02220,[102350]
AL9,DB03526,[102347]
ALA,DB00160,"[27098, 28325, 28327, 74023, 74032, 105150, 130200, 132760]"
ALB,DB02724,[77407]
ALC,DB02884,[109800]
ALF,DB04444,[5903]
ALL,DB03989,"[94390, 94391, 94392, 94393]"
AMP,DB00131,"[25048, 25049, 25050, 25051, 25357, 25359, 25734, 25735, 25736, 25737, 37775, 37853, 37854, 39220, 39221, 39222, 39223, 78475, 78476, 78477, 78478, 78479, 78480, 78481, 78482, 78483, 78484, 78485, 78486, 78695, 78696, 78697, 78698, 78699, 78700, 78701, 78702, 78703, 78704, 78705, 78706, 80919, 80920, 81554, 81555, 81556, 81558, 81560, 81561, 82002, 82004, 83723, 83724, 83725, 83726, 83732, 83733, 83734, 83735, 85163, 85500, 88803, 88804, 89126, 89127, 89128, 89129, 89131, 91336, 91684, 91688, 91792, 92112, 92113, 92477, 92478, 92485, 92486, 92813, 92814, 92846, 92847, 92859, 92860, 92863, 92864, 93175, 106924, 106925, 106926, 106927, 106928, 106929, 106930, 106931, 107564, 107565, 107987, 107988, 107989, 107991, 114001, 114002, 114037, 114038, 116888, 116889, 116898, 116899, 118180, 118762, 126400, 128832, 128834, 130657, 130658, 130672, 130673, 132627, 132628]"
AMS,DB04203,[119547]
AMT,DB20033,[64608]
AMW,DB02373,"[656, 657]"
ANL,DB06728,"[64388, 64390, 123618]"
ANN,DB02795,"[70997, 70999, 71008, 71019, 71031, 73017, 75547, 75690, 76479, 76481, 76500, 76849, 76880]"
AO1,DB04108,"[79339, 79340]"
AO2,DB03086,"[79335, 79336]"
AO5,DB07377,"[79337, 79338]"
AOQ,DB01117,"[6256, 6257]"
AP2,DB03148,"[26706, 26737]"
AP5,DB01717,"[4298, 4301, 80165, 110340, 110342, 110359, 110362, 110375, 116872, 131214]"
APC,DB02596,"[2199, 2200, 2201, 2203, 2204, 2205, 2206, 2207, 3837, 3838, 6234, 45627, 79834, 79835, 79836, 79837, 79838, 79839, 80070, 80111, 81822, 81823, 81824, 83374, 83375, 85043, 85434, 85435, 85611, 85612, 87981, 87982, 87985, 87986, 89239, 89240, 89241, 89242, 90499, 93619, 93620, 93621, 93622, 131196, 131244]"
API,DB03590,[26643]
APX,DB04497,"[79360, 79362, 79399, 79401]"
AQ4,DB00530,"[73983, 74012, 74026, 74035]"
AR6,DB02059,"[81923, 81925, 81932, 84414, 84415, 84420, 84421, 84438, 84439, 84440, 84441, 84442, 84443, 84445, 84446, 84448, 84449, 84451, 84452]"
ARG,DB00125,"[27699, 27700, 29644, 29654, 29679, 29684, 34777, 35508, 35510, 35511, 35516, 35519, 35521, 35522, 35559, 38040, 38044, 44516, 49251, 49252, 49255, 49256, 49365, 49366, 53652, 53653, 65159, 65160, 65168, 65169, 65177, 65178, 65773, 65774, 65945, 65946, 65953, 65954, 65957, 65958, 65988, 65989, 66030, 66031, 66060, 66061, 66091, 66092, 66968, 66969, 66997, 66998, 67229, 67230, 67286, 67287, 67290, 67291, 67295, 67296, 67298, 67299, 67304, 67305, 67317, 67318, 67322, 67323, 67531, 67532, 68972, 68973, 70845, 70846, 70861, 70862, 70867, 70868, 70873, 70874, 70921, 70922, 70948, 70949, 70950, 70951, 71860, 71861, 72221, 72222, 76762, 76763, 79535, 79536, 79537, 79538, 79539, 79540, 82415, 82416, 82417, 82418, 82419, 82420, 82495, 82496, 82497, 82498, 82499, 82500, 89521, 89527, 89528, 89544, 89740, 89742, 89766, 101477, 101478, 111733, 111734, 111756, 111757, 119255, 119848, 119853, 119854, 120130, 120133, 120134, 120137, 120138, 120141, 120142, 120145, 120146, 120149, 120150, 120153, 120154, 120157, 120158, 120161, 123089, 123096, 123102, 123123, 123125, 123128, 123170, 123171, 123188, 123189, 123202, 123203, 131465, 132256]"
ARR,DB03449,"[66547, 66548, 66624, 66625]"
ARV,DB03892,"[65639, 65640]"
ASC,DB00126,"[27380, 35959, 50597, 70451, 76265, 79952, 79953, 79954, 79955, 79956, 79957, 79958, 79959]"
ASD,DB01536,"[28125, 28126, 28127, 65085, 68949, 70358, 71455, 71468, 71496, 71497, 72973, 72974, 75160]"
ASN,DB00174,"[106873, 106874, 106889, 106890, 106936, 106937, 106938, 106939, 106940, 106941, 106942, 106943, 106944, 106945, 106946, 106947, 106948, 106949, 106950, 106951, 106983, 106984, 106985, 106986, 132762]"
ASP,DB00128,"[82840, 82841, 82907, 82908, 105132, 106640, 106641, 106642, 106643, 106644, 106645, 106646, 106647, 106648, 106649, 106650, 106651, 106652, 106653, 106654, 106655, 116164, 132253, 132813, 132814, 132815, 132816]"
AST,DB18509,"[55394, 55395, 57921, 57963, 57980, 58007, 62129, 62161]"
ASV,DB03427,"[44002, 44021, 44524]"
AT2,DB07388,"[64053, 64054, 68763, 68764, 68864, 68865, 68871, 68872, 68916, 68917, 69966, 69967, 69996, 69997]"
AT6,DB07389,"[68757, 68758, 68768, 68769]"
ATH,DB03964,[60240]
ATP,DB00171,"[1264, 1265, 1266, 1267, 1268, 1269, 2764, 6568, 6569, 6570, 6784, 6785, 6786, 6787, 6788, 6789, 6796, 6797, 6798, 6862, 28493, 28494, 28495, 28496, 37725, 37726, 44461, 77443, 77444, 77445, 77748, 77749, 77750, 77751, 77752, 77753, 78435, 78436, 78449, 78460, 78790, 78791, 79184, 79185, 79286, 79287, 79369, 79370, 79371, 79372, 80123, 80149, 80150, 80151, 80174, 80185, 80198, 80206, 80805, 80806, 80845, 80846, 81002, 81003, 81261, 81362, 81363, 81364, 81365, 81433, 81455, 82664, 82665, 82841, 82864, 82908, 82981, 83568, 83791, 83881, 84568, 84804, 84806, 84874, 84875, 84876, 84877, 84878, 84879, 84880, 84881, 84882, 84883, 84884, 84885, 84886, 84887, 84888, 84889, 84956, 84957, 84958, 85157, 85158, 85167, 86583, 87998, 87999, 88177, 88179, 88622, 88836, 89723, 89991, 89992, 90034, 90043, 90060, 90121, 90122, 90626, 90627, 90628, 90830, 90831, 90888, 90889, 90897, 90898, 90903, 90904, 91005, 91314, 91315, 91331, 91332, 91546, 91547, 91685, 91686, 91687, 91689, 91690, 91691, 91693, 91717, 91718, 91719, 91852, 93646, 93965, 93969, 93997, 94170, 94171, 94178, 94179, 94180, 94181, 94182, 94183, 94184, 94185, 94203, 94204, 94205, 94206, 94207, 94208, 94221, 94222, 94223, 94224, 94269, 94481, 94482, 94485, 94498, 94500, 94501, 94504, 94505, 94516, 94517, 94538, 94542, 94628, 94629, 94630, 94631, 105525, 105526, 111731, 118603, 118605]"
ATT,DB07390,[126853]
